County,State,FIPS Code,Formatted FIPS,Estimated percent of workers with a work commute of more than an
La Crosse,WI,55063,55063,2.64
Lafayette,WI,55065,55065,8.75
Langlade,WI,55067,55067,6.15
Lincoln,WI,55069,55069,5.39
Manitowoc,WI,55071,55071,3.35
Marathon,WI,55073,55073,2.9
Marinette,WI,55075,55075,6.41
Marquette,WI,55077,55077,14.18
Menominee,WI,55078,55078,5.37
Milwaukee,WI,55079,55079,3.93
Monroe,WI,55081,55081,3.32
Oconto,WI,55083,55083,6.13
Oneida,WI,55085,55085,5.21
Outagamie,WI,55087,55087,2.79
Ozaukee,WI,55089,55089,3.59
Pepin,WI,55091,55091,9.65
Pierce,WI,55093,55093,8.53
Polk,WI,55095,55095,14.32
Portage,WI,55097,55097,4
Price,WI,55099,55099,6.82
Racine,WI,55101,55101,5.56
Richland,WI,55103,55103,10.82
Rock,WI,55105,55105,5.52
Rusk,WI,55107,55107,9.18
St. Croix,WI,55109,55109,8.53
Sauk,WI,55111,55111,6.93
Sawyer,WI,55113,55113,5.38
Shawano,WI,55115,55115,6.51
Sheboygan,WI,55117,55117,4.39
Taylor,WI,55119,55119,8.41
Trempealeau,WI,55121,55121,4.33
Vernon,WI,55123,55123,6.74
Vilas,WI,55125,55125,4.4
Walworth,WI,55127,55127,8.38
Washburn,WI,55129,55129,7.48
Washington,WI,55131,55131,3.52
Waukesha,WI,55133,55133,4.13
Waupaca,WI,55135,55135,5.89
Waushara,WI,55137,55137,8.57
Winnebago,WI,55139,55139,3
Wood,WI,55141,55141,3.92
Albany,WY,56001,56001,2.5
Big Horn,WY,56003,56003,6.58
Campbell,WY,56005,56005,8.6
Carbon,WY,56007,56007,5.69
Converse,WY,56009,56009,16.81
Crook,WY,56011,56011,10.82
Fremont,WY,56013,56013,5.52
Goshen,WY,56015,56015,4.75
Hot Springs,WY,56017,56017,9.87
Johnson,WY,56019,56019,12.19
Laramie,WY,56021,56021,3.35
Lincoln,WY,56023,56023,17.36
Natrona,WY,56025,56025,3.08
Niobrara,WY,56027,56027,5.31
Park,WY,56029,56029,3.73
Platte,WY,56031,56031,5.63
Sheridan,WY,56033,56033,2.91
Sublette,WY,56035,56035,12.63
Sweetwater,WY,56037,56037,6
Teton,WY,56039,56039,1.06
Uinta,WY,56041,56041,10.66
Washakie,WY,56043,56043,2.42
Weston,WY,56045,56045,17.95
